system:index,B10,B2,B3,B4,B5,B6,B7,ClassID,EVI,HH,HH_asm,HH_contrast,HH_corr,HH_diss,HH_ent,HH_idm,HH_savg,HH_var,LSWI,NDTI,NDVI,SATVI,random,.geo
1_1_1_1_1_1_1_1_3_0,292.9129,0.08555508,0.06891803,0.043790955,0.27252454,0.11905888,0.0453281,0,0.6399164607038772,-7.987208,0.10416666666666669,5198975.375,-0.06526323898582712,1789.0833333333333,2.2821740957339185,8.964031612318382E-6,-13259.0,2406169.9791666716,0.39191052,0.4485196,0.7231185,0.3084987260800486,0.4706051497046464,
1_1_1_1_1_1_1_1_3_1,292.9129,0.08396416,0.0678765,0.043575656,0.2456347,0.11141194,0.044609014,0,0.5757603541441116,-5.1132627,0.10416666666666669,6378562.895833333,-0.24607988057430452,2021.5208333333333,2.2821740957339185,1.053699792059835E-5,-11549.6875,2478301.975260419,0.37592503,0.42816636,0.6986577,0.2867074964615524,0.4706051497046464,
1_1_1_1_1_1_1_1_3_2,293.12305,0.08491043,0.06494397,0.04160064,0.21099108,0.09624639,0.03798059,0,0.5140728641876331,-6.2834263,0.10416666666666669,2013774.2708333335,-0.2893644436912235,916.5625,2.2821740957339185,6.718640699599178E-4,-11159.854166666668,857139.187065972,0.37347233,0.43408412,0.67060965,0.24836377488941833,0.4706051497046464,
1_1_1_1_1_1_1_1_3_3,293.28198,0.08409239,0.06520566,0.043438688,0.23391148,0.104133464,0.042733274,0,0.5512318426143267,-8.067571,0.10416666666666669,2523204.5833333335,-0.10030624087609567,1264.4166666666667,2.2821740957339185,2.901226459009518E-5,-13632.625,1151778.9574652761,0.3839076,0.41806737,0.68675923,0.2644377012579616,0.4706051497046464,
1_1_1_1_1_1_1_1_3_4,293.0449,0.08487478,0.06811819,0.044057745,0.24114153,0.10517616,0.043847095,0,0.5670319442083253,-5.3047504,0.10416666666666669,2365963.104166667,-0.1869205998992317,1178.3958333333333,2.2821740957339185,3.212210082289372E-5,-12213.3125,1062230.55859375,0.392603,0.4115402,0.69103885,0.26437142226404875,0.4706051497046464,
1_1_1_1_1_1_1_1_3_5,293.0598,0.088191465,0.06732249,0.043773178,0.24336466,0.105858326,0.042857703,0,0.5908095735483313,-5.8616,0.10416666666666669,915292.6041666667,-0.22513729906818286,722.4791666666666,2.2821740957339185,6.717914675150085E-4,-11688.395833333332,402336.2131076399,0.3937494,0.42363036,0.69510686,0.26824839119588184,0.4706051497046464,
1_1_1_1_1_1_1_1_5_0,296.3156,0.09215486,0.076143175,0.04919982,0.29553673,0.14510477,0.061757702,0,0.6845930824360327,-7.83359,0.10416666666666669,614289.0416666666,-0.19466312368189384,609.5833333333333,2.2821740957339185,0.012661412791559055,-13877.749999999998,254170.95746527798,0.34139308,0.4029105,0.7145657,0.34839418568597663,0.20706409376289292,
1_1_1_1_1_1_1_1_5_1,296.31683,0.09299034,0.07619151,0.049100433,0.30624014,0.14298403,0.060890205,0,0.7115767757911501,-6.592632,0.10416666666666669,666623.2291666666,-0.12835188367243594,649.7708333333333,2.2821740957339185,0.01261031533340206,-13280.645833333332,304784.56032986194,0.3634179,0.40266895,0.72364295,0.3437829677002013,0.20706409376289292,
1_1_1_1_1_1_1_1_5_2,296.35675,0.09403907,0.07733368,0.050969407,0.32295978,0.16081047,0.06736634,0,0.7363165058999546,-6.1995497,0.10416666666666669,436678.0208333334,-0.16141146259651357,566.1875,2.2821740957339185,1.0406018788751101E-4,-12901.770833333334,181815.45789931342,0.33517835,0.4095251,0.7273847,0.3756668830741026,0.20706409376289292,
1_1_1_1_1_1_1_1_5_3,296.27325,0.090911746,0.07306449,0.045378204,0.2883029,0.11820075,0.049111683,0,0.6911212202030181,-6.5949116,0.10416666666666669,1327070.3333333333,-0.27089657792742317,887.2916666666666,2.2821740957339185,0.012934626195662,-13898.375,492325.2578125,0.41845173,0.41293445,0.7280145,0.2971275940861229,0.20706409376289292,
1_1_1_1_1_1_1_1_5_4,296.33496,0.09089863,0.07161865,0.0447513,0.26289463,0.12749363,0.052531205,0,0.6418527353381096,-6.260052,0.10416666666666669,1597846.6875,-0.17037731456597174,954.2291666666665,2.2821740957339185,0.012954290723602591,-13773.5625,676171.2999131996,0.34683675,0.4164005,0.7090727,0.3263358751137712,0.20706409376289292,
1_1_1_1_1_1_1_1_5_5,296.37003,0.092493236,0.075271316,0.046990138,0.28550565,0.12928516,0.05401043,0,0.6824500064443997,-7.18358,0.10416666666666669,1039552.6874999999,-0.0980987685214054,766.3541666666665,2.2821740957339185,1.0030411547054047E-4,-13284.9375,509379.5603298675,0.37662476,0.41067398,0.717349,0.3196164416560804,0.20706409376289292,
1_1_1_1_1_1_1_1_6_0,295.80304,0.094626576,0.07727757,0.048595108,0.36435542,0.1457746,0.054222845,0,0.8342617358918007,-6.096632,0.10416666666666669,2508103.5625,-0.1692121160654606,1390.3125,2.2821740957339185,3.3263972957353814E-6,-13266.312499999998,1092854.8207465373,0.4284806,0.45776463,0.7646444,0.35418987099838156,0.4591595559769599,
1_1_1_1_1_1_1_1_6_1,296.24423,0.09537916,0.07955735,0.049915913,0.3694809,0.14257227,0.052357778,0,0.8377570192242921,-6.430304,0.10416666666666669,2037259.0208333333,-0.133633284885786,1223.6041666666667,2.2821740957339185,2.4535644970319104E-4,-14265.020833333332,904882.0828993134,0.4431349,0.46280444,0.7619633,0.34017220679462584,0.4591595559769599,
