From*, To*, Variable*, Range_Lower_Limit*, Weight, 
3, 5, static_var/D_Opm1996, 0, 0, 
3, 5, static_var/D_Opm1996, 500, 0, 
3, 5, static_var/D_Opm1996, 1000, 0, 
3, 5, static_var/D_Opm1996, 4000, 0, 
3, 5, static_var/D_Opm1996, 4500, 0, 
3, 5, static_var/D_Opm1996, 7000, 0, 
3, 5, static_var/D_Opm1996, 7500, 0, 
3, 5, static_var/D_Opm1996, 8500, 0, 
3, 5, static_var/D_Opm1996, 9000, 0, 
3, 5, static_var/D_Opm1996, 13000, 0, 
3, 5, static_var/D_Opm1996, 14000, 0, 
3, 5, static_var/D_Opm1996, 14500, 0, 
3, 5, static_var/D_Opm1996, 15000, 0, 
3, 5, static_var/D_Opm1996, 19000, 0, 
3, 5, static_var/D_Opm1996, 19500, 0, 
3, 5, static_var/D_Opm1996, 21000, 0, 
3, 5, static_var/D_Opm1996, 21500, 0, 
3, 5, static_var/D_Opm1996, 27000, 0, 
3, 5, static_var/D_Opm1996, 27500, 0, 
3, 5, static_var/D_River, 0, 0, 
3, 5, static_var/D_River, 500, 0, 
3, 5, static_var/D_River, 1000, 0, 
3, 5, static_var/D_River, 2000, 0, 
3, 5, static_var/D_River, 2500, 0, 
3, 5, static_var/D_River, 3500, 0, 
3, 5, static_var/D_River, 5000, 0, 
3, 5, static_var/D_River, 6500, 0, 
3, 5, static_var/D_River, 23000, 0, 
3, 5, static_var/D_River, 23500, 0, 
3, 5, static_var/D_River, 24000, 0, 
3, 5, static_var/D_River, 24500, 0, 
3, 5, static_var/D_River, 25000, 0, 
3, 5, static_var/D_River, 25500, 0, 
3, 5, static_var/D_River, 27500, 0, 
3, 5, static_var/D_River, 31500, 0, 
3, 5, static_var/D_River, 32000, 0, 
3, 5, static_var/D_River, 32500, 0, 
3, 5, static_var/D_River, 33500, 0, 
3, 5, static_var/D_River, 34000, 0, 
3, 5, static_var/D_River, 34500, 0, 
3, 5, static_var/D_River, 35000, 0, 
3, 5, static_var/D_River, 36500, 0, 
3, 5, static_var/D_River, 37500, 0, 
3, 5, static_var/D_River, 39500, 0, 
3, 5, static_var/D_River, 40000, 0, 
3, 5, static_var/D_River, 41000, 0, 
3, 5, static_var/D_River, 44500, 0, 
3, 5, static_var/D_River, 45000, 0, 
3, 5, static_var/D_River, 45500, 0, 
3, 5, static_var/D_River, 46000, 0, 
3, 5, static_var/D_River, 46500, 0, 
3, 5, static_var/D_River, 47000, 0, 
3, 5, static_var/D_River, 47500, 0, 
3, 5, static_var/D_River, 48500, 0, 
3, 5, static_var/D_River, 49000, 0, 
3, 5, static_var/D_River, 50000, 0, 
3, 5, static_var/D_River, 51000, 0, 
3, 5, static_var/D_River, 51500, 0, 
3, 5, static_var/D_River, 52000, 0, 
3, 5, static_var/D_River, 52500, 0, 
3, 5, static_var/D_River, 53000, 0, 
3, 5, static_var/D_River, 53500, 0, 
3, 5, static_var/D_River, 54000, 0, 
3, 5, static_var/D_River, 54500, 0, 
3, 5, static_var/D_River, 55000, 0, 
3, 5, static_var/D_River, 55500, 0, 
3, 5, static_var/D_River, 56000, 0, 
3, 5, static_var/D_River, 56500, 0, 
3, 5, static_var/D_River, 57000, 0, 
3, 5, static_var/D_River, 57500, 0, 
3, 5, static_var/D_River, 58000, 0, 
3, 5, static_var/D_River, 58500, 0, 
3, 5, static_var/D_River, 59000, 0, 
3, 5, static_var/D_River, 59500, 0, 
3, 5, static_var/D_River, 60000, 0, 
3, 5, static_var/D_River, 61000, 0, 
3, 5, static_var/D_River, 61500, 0, 
3, 5, static_var/D_River, 66000, 0, 
3, 5, static_var/D_River, 66500, 0, 
3, 5, static_var/D_River, 67000, 0, 
3, 5, static_var/D_River, 72500, 0, 
3, 5, static_var/D_River, 73000, 0, 
3, 5, static_var/D_River, 73500, 0, 
3, 5, static_var/D_River, 74000, 0, 
3, 5, static_var/D_River, 75000, 0, 
3, 5, static_var/D_River, 75500, 0, 
3, 5, static_var/D_River, 76000, 0, 
3, 5, static_var/D_River, 76500, 0, 
3, 5, static_var/D_River, 77000, 0, 
3, 5, static_var/D_River, 77500, 0, 
3, 5, static_var/D_River, 78500, 0, 
3, 5, static_var/D_River, 79500, 0, 
3, 5, static_var/D_River, 80000, 0, 
3, 5, static_var/D_River, 85000, 0, 
3, 5, static_var/D_River, 85500, 0, 
3, 5, static_var/D_River, 112500, 0, 
3, 5, static_var/D_Road, 0, 0, 
3, 5, static_var/D_Road, 500, 0, 
3, 5, static_var/D_Road, 1000, 0, 
3, 5, static_var/D_Road, 1500, 0, 
3, 5, static_var/D_Road, 2000, 0, 
3, 5, static_var/D_Road, 2500, 0, 
3, 5, static_var/D_Road, 3500, 0, 
3, 5, static_var/D_Road, 4000, 0, 
3, 5, static_var/D_Road, 4500, 0, 
3, 5, static_var/D_Road, 12000, 0, 
3, 5, static_var/D_Road, 12500, 0, 
3, 5, static_var/D_Town, 0, 0, 
3, 5, static_var/D_Town, 500, 0, 
3, 5, static_var/D_Town, 2500, 0, 
3, 5, static_var/D_Town, 7000, 0, 
3, 5, static_var/D_Town, 7500, 0, 
3, 5, static_var/D_Town, 15000, 0, 
3, 5, static_var/D_Town, 15500, 0, 
3, 5, static_var/D_Town, 17500, 0, 
3, 5, static_var/D_Town, 33000, 0, 
3, 5, static_var/D_Town, 33500, 0, 
3, 5, static_var/D_Town, 40500, 0, 
3, 5, static_var/D_Town, 41000, 0, 
3, 5, static_var/D_Town, 42000, 0, 
3, 5, static_var/D_Town, 43000, 0, 
3, 5, static_var/D_Town, 43500, 0, 
3, 5, static_var/D_Town, 44000, 0, 
3, 5, static_var/D_Vill, 0, 0, 
3, 5, static_var/D_Vill, 500, 0, 
3, 5, static_var/D_Vill, 2000, 0, 
3, 5, static_var/D_Vill, 2500, 0, 
3, 5, static_var/D_Vill, 3500, 0, 
3, 5, static_var/D_Vill, 5000, 0, 
3, 5, static_var/D_Vill, 5500, 0, 
3, 5, static_var/D_Vill, 7000, 0, 
3, 5, static_var/D_Vill, 7500, 0, 
