Interval*, Id_From*, Id_To_*, Category_name_From, Category_name_To_, Observed_Annual_Transition_number_of_elements, Transition_Intensity_percent_of_t1_category, Uniform_Intensity_percent_of_non_category, Uniform_Annual_Transition_number_of_elements, Hypothesized_Annual_error_number_of_elements, Commission_Intensity_percent_of_transition, Omission_Intensity_percent_of_transition, 
10, 4, 4, Non-Forest, Non-Forest, 0, 0, 0.000536941022744475, 0, 0, 0, 0, 
11, 1, 1, Forest, Forest, 0, 0, 0.00145568994723507, 0, 0, 0, 0, 
11, 1, 2, Forest, Other Vegetation, 487, 0.170307112332753, 0.0178773906226252, 50.9652102958099, 436.03478970419, 89.5348644156448, 0, 
11, 1, 3, Forest, Cropland, 50, 0.0174853298082908, 0.00214177506138014, 6.12261194910924, 43.8773880508908, 87.7547761017815, 0, 
11, 1, 4, Forest, Non-Forest, 1, 0.000349706596165817, 0.000623550893704318, 1.78307848836907, 0.783078488369072, 0, 43.9172192069531, 
11, 2, 1, Other Vegetation, Forest, 24, 0.0157159602124274, 0.00145568994723507, 2.22236464562495, 21.7776353543751, 90.740147309896, 0, 
11, 2, 2, Other Vegetation, Other Vegetation, 0, 0, 0.0178773906226252, 0, 0, 0, 0, 
11, 2, 3, Other Vegetation, Cropland, 11.5, 0.00753056426845479, 0.00214177506138014, 3.2703735938122, 8.2296264061878, 71.5619687494592, 0, 
11, 2, 4, Other Vegetation, Non-Forest, 4, 0.00261932670207123, 0.000623550893704318, 0.952192796026684, 3.04780720397332, 76.1951800993329, 0, 
11, 3, 1, Cropland, Forest, 13.5, 0.0541082164328657, 0.00145568994723507, 0.362812168389921, 13.1371878316101, 97.312502456371, 0, 
11, 3, 2, Cropland, Other Vegetation, 3.5, 0.0140280561122244, 0.0178773906226252, 4.46075247529084, 0.960752475290844, 0, 21.537901522505, 
11, 3, 3, Cropland, Cropland, 0, 0, 0.00214177506138014, 0, 0, 0, 0, 
11, 3, 4, Cropland, Non-Forest, 13, 0.0521042084168337, 0.000623550893704318, 0.155415762939622, 12.8445842370604, 98.8044941312337, 0, 
11, 4, 1, Non-Forest, Forest, 0.5, 0.00515092201504069, 0.00145568994723507, 0.14129337986569, 0.35870662013431, 71.7413240268621, 0, 
11, 4, 2, Non-Forest, Other Vegetation, 0, 0, 0.0178773906226252, 1.7359790032333, 1.7359790032333, 0, 100, 
11, 4, 3, Non-Forest, Cropland, 0, 0, 0.00214177506138014, 0.207911011180545, 0.207911011180545, 0, 100, 
11, 4, 4, Non-Forest, Non-Forest, 0, 0, 0.000623550893704318, 0, 0, 0, 0, 
